pothole_width_pixels,pothole_height_pixels,pothole_area_pixels,aspect_ratio,relative_size,pothole_width_mm,pothole_height_mm,pothole_area_mm2,avg_color_r,std_color_r,max_color_r,min_color_r,avg_color_g,std_color_g,max_color_g,min_color_g,avg_color_b,std_color_b,max_color_b,min_color_b,avg_hsv_h,std_hsv_h,avg_hsv_s,std_hsv_s,avg_hsv_v,std_hsv_v,compactness,perimeter_pixels,perimeter_mm,fourier_mean,fourier_std,fourier_max,edge_density,hist_mean,hist_std,hist_skewness,hist_kurtosis,hist_energy,hist_entropy,glcm_contrast,glcm_dissimilarity,glcm_homogeneity,glcm_energy,glcm_correlation,eccentricity,solidity,extent,euler_number,equivalent_diameter,orientation,gradient_mean_magnitude,gradient_std_magnitude,gradient_mean_angle,gradient_std_angle,lbp_mean_r1,lbp_std_r1,lbp_mean_r2,lbp_std_r2,lbp_mean_r3,lbp_std_r3,haralick_0,haralick_1,haralick_2,haralick_3,haralick_4,haralick_5,haralick_6,haralick_7,haralick_8,haralick_9,haralick_10,haralick_11,haralick_12,hu_moment_0,hu_moment_1,hu_moment_2,hu_moment_3,hu_moment_4,hu_moment_5,hu_moment_6,zernike_0,zernike_1,zernike_2,zernike_3,zernike_4,zernike_5,zernike_6,zernike_7,zernike_8,zernike_9,zernike_10,zernike_11,zernike_12,zernike_13,zernike_14,zernike_15,zernike_16,zernike_17,zernike_18,zernike_19,zernike_20,zernike_21,zernike_22,zernike_23,zernike_24,gabor_mean_f0.1_t0.00,gabor_std_f0.1_t0.00,gabor_mean_f0.5_t0.00,gabor_std_f0.5_t0.00,gabor_mean_f0.1_t0.79,gabor_std_f0.1_t0.79,gabor_mean_f0.5_t0.79,gabor_std_f0.5_t0.79,gabor_mean_f0.1_t1.57,gabor_std_f0.1_t1.57,gabor_mean_f0.5_t1.57,gabor_std_f0.5_t1.57,gabor_mean_f0.1_t2.36,gabor_std_f0.1_t2.36,gabor_mean_f0.5_t2.36,gabor_std_f0.5_t2.36,hog_mean,hog_std,hog_max,hog_min,hog_hist_bin_0,hog_hist_bin_1,hog_hist_bin_2,hog_hist_bin_3,hog_hist_bin_4,hog_hist_bin_5,hog_hist_bin_6,hog_hist_bin_7,hog_hist_bin_8,hog_hist_bin_9,num_blobs,avg_blob_size,std_blob_size,contour_area,contour_perimeter,contour_circularity,fractal_dimension,pothole_id
148.0,186.0,27528.0,0.7956989247311828,0.19317081386046903,681.1608051567407,856.0534443186066,583110.0533892632,144.53603603603602,48.84474163798937,255.0,36.0,131.09434030805,45.96035765068114,255.0,29.0,119.9342124382447,42.31535004997587,248.0,16.0,29.724716652136006,39.87171009459104,45.516891891891895,28.702084482406807,145.13270124963674,48.40763195839873,6.122602659682819,668.0,3074.4284989506946,153.2905466612441,21.027249005651033,302.39104584340447,80.93341325196164,107.53125,82.9558334350586,0.2074051256694004,-1.2523322362161409,4721828.0,-200399.109375,892.9728622630871,21.895837905052037,0.055448535270999244,0.009609927525367557,0.7888586033318408,0.6161561705447031,0.4014176663031625,0.40115518744551004,25.0,118.57649131472225,0.005672333348168298,143.1279613738472,100.19359608385938,3.1358282420642665,1.8377560141875946,4.766637605347283,2.876545867561944,11.350988084859052,6.425994193714711,18.972137460040685,9.26826140543664,9.475590364622044e-05,902.6633285635164,0.7867313429820486,2115.763807907232,0.05721180701517896,267.66660555587885,7560.391903065472,8.392012588784713,13.749321227348688,7.25601081713535e-05,5.881147424469537,-0.15934340674797032,0.950273433125989,2.9020204258016418,7.101044699806425,11.003257483959958,11.616544398366063,-23.45626920040306,-15.211442524070131,-22.94624968209666,0.31830988618379163,0.023761064960474258,0.035210837512608464,0.01409197912137363,0.014606975969182411,0.03278077783400383,0.006456928426558323,0.044274359771786134,0.033309124628462146,0.01312753164221557,0.03880582803227689,0.01075855659449019,0.005932089282876417,0.02815834316200653,0.026246963086260715,0.01801999864955773,0.02168263151020976,0.02414002603419848,0.028210152097784977,0.018437574707264186,0.008332333849913724,0.018866596939268735,0.008934078175977403,0.017840009127699737,0.02148709987784982,82.80103894216798,117.75506908433049,93.43769979657077,119.41198127179943,79.92676547515258,117.1095096699207,59.744551002615516,106.9016612945832,83.26071636152281,118.00550271851526,49.236995059575705,99.22243025474594,78.66761115954664,116.51566659020625,57.100951758209824,105.2047547013199,0.15208195838550148,0.06818251760795363,0.34256983540426644,0.0,3467.0,5820.0,4145.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.405622482299805,0.0,5560.5,1163.584909439087,0.05160925009604128,1.6996795557683155,1075.0
767.0,502.0,385034.0,1.5278884462151394,0.6967226166952569,1455.4980392828406,952.6206202346624,1386537.4449319546,168.66055724948964,61.03180726792651,255.0,1.0,135.9784980027738,52.170502913822304,255.0,0.0,107.18344873439749,43.60265510115363,243.0,0.0,16.54145088485692,19.040440942084953,94.62828217767782,25.707981864607238,168.6660580624049,61.01824379925631,5.758086694913762,2538.0,4816.237319035006,153.71965040156863,33.71758706815941,356.40707181587413,53.72143758732995,1504.0390625,1284.1051025390625,0.48255273481421884,-1.2960233325779662,1001231104.0,-4281422.0,175.67621680380662,8.934073107049432,0.16500164496841205,0.016059662112407103,0.9693968105128221,0.7871421982334655,0.7952242806423379,0.7952180846366814,-1816.0,624.3781892765638,1.5529934134306083,97.68529147991913,79.86353467178394,3.1077779969340833,1.8101864100123575,4.5084434101923465,2.2242598892715577,10.21594976028091,5.717032864415325,17.154986312897044,9.03852311881085,0.00019858933065528851,306.92015425318755,0.9465520905407309,2870.9838226169477,0.1311662349960266,284.9478729779121,11177.015136214595,8.39922993664678,13.21544206841641,0.00015455995297679862,5.0376421651624295,-0.2225894374516404,0.9795323622635136,2.8710865762258986,6.4522422033577165,10.73814649289613,10.665059391648326,21.3693176457903,13.89136539278691,-22.32430802635041,0.31830988618379924,0.03759332908008291,0.008878689870352258,0.039039990076459606,0.034161911037368015,0.014514168123567022,0.05624522501682244,0.05970839244975328,0.02597926482873166,0.030501427744551165,0.035410722803894595,0.034982544602765425,0.08078063865419485,0.059311369005155136,0.05074846232597563,0.042824785369563544,0.009895328920346114,0.014856257998628091,0.026690444113568582,0.016938433626706276,0.03159073315188713,0.03371393428612209,0.053839729726071026,0.045812104239523394,0.0388684775995042,71.48285086511841,113.18063727910304,7.240461881288406,41.59027062409804,75.03605136169793,114.89267115178475,11.401424289802979,52.3019914228519,71.50646436418602,113.30783118261475,35.71625882389607,87.17948028518258,75.46516151820359,115.12303891751662,10.864461320298986,51.10918083075609,0.1475062452268151,0.07758663153108768,0.547782602658586,0.0,65283.0,77224.0,61872.0,1885.0,149.0,11.0,0.0,0.0,0.0,0.0,38.0,7.299704062311273,1.003649245197464,170918.5,6191.674762368202,0.05602510325881318,1.8234304314700933,1603.0
643.0,487.0,313141.0,1.320328542094456,0.7237459755423917,935.6812749786884,708.6730651860362,663092.1171763255,136.35142954771175,57.34172529374869,255.0,0.0,116.11793409358724,50.01588995464492,255.0,0.0,104.95639025231445,43.78262741244896,255.0,0.0,27.947470947592297,48.05732879993657,58.80300248131034,28.884922487977846,136.54243615495895,57.33134879915709,6.048166298121242,2260.0,3288.708680329449,168.8050017529303,23.88383882746258,348.98720755674213,65.02340798554006,1223.20703125,876.5881958007812,0.6508358029069162,-0.5853028259526196,579748352.0,-3332927.0,302.80620750092623,11.984321326449443,0.11717229921685421,0.011475760574256859,0.942042898987137,0.7247998101333978,0.3500263438580259,0.3479327204039075,1876.0,372.45401713229705,-1.5540858155072574,118.82569920545046,93.52100000101251,3.082038809809008,1.7905671149620117,4.579470589925944,2.45804129097621,10.535084833988522,5.945128273482623,17.6027987392261,9.126184741720783,0.00010635187415399378,499.8874262212183,0.9043540401784842,2613.1788168208636,0.09444527572398989,241.7244173293668,9952.827841062224,8.565263586217458,13.802453727010846,0.00011299018968446464,5.401835803306307,-0.18684925643660089,0.9679341846505082,2.8314248029762434,6.719607283886867,11.13938447754156,12.034618223396937,-23.624318553198627,-15.414074116298544,24.575745044119763,0.31830988618378275,0.01618480184818189,0.012136613562535446,0.0013307078563672727,0.005529815186851826,0.014086603539969843,0.023041172131319718,0.02585439520070895,0.024674981977906605,0.02046586736204288,0.007157464010612095,0.019887178475042185,0.023419638502970616,0.03590078125370518,0.02466530571956402,0.01721848638910476,0.016873005954504704,0.025089942156837068,0.028431799337585016,0.00827385739235503,0.012925128650512855,0.017402693913684156,0.026622736563068856,0.016340491450017258,0.03001584198045031,79.02514841556999,116.55753942356178,32.028763400512865,83.43481240041031,84.74236526037791,118.60977484736915,30.10684324313967,81.67573237146945,90.30425271682725,119.89969603883428,51.57882870655711,100.77388622525399,81.5031024362827,117.60710559188979,29.77604657326891,81.2935533574982,0.14768766600620953,0.077240734607936,0.6720889509331314,0.0,51661.0,64941.0,49147.0,1682.0,313.0,46.0,6.0,0.0,0.0,0.0,12.0,8.144924918810526,2.0516223296388856,42604.0,4371.909053325653,0.028010315596987172,1.8067976711101437,1679.0
355.0,420.0,149100.0,0.8452380952380952,0.6199584199584199,927.3296161068805,1097.1223627179995,1017394.0594415561,124.44391012743125,60.30684382340822,255.0,0.0,115.79071093226023,52.89399990154316,255.0,0.0,104.72517102615694,45.94644166743477,255.0,0.0,38.20763246143528,39.5321650457059,44.508604963112006,25.316461689191694,126.40651240778001,59.04918909610125,6.195406658182864,1550.0,4048.90395764976,172.26001534819784,19.898187454183773,333.5114310193166,73.25050301810865,582.421875,322.362548828125,-0.5383772056054534,-1.223372388738838,113442008.0,-1413023.5,856.276728544844,19.761555017493777,0.07899316859524762,0.008624687941596744,0.853193076463395,0.6019187633037101,0.45020198359973695,0.4499664654594232,-153.0,292.26980866364227,0.25278473851065675,146.3367581392215,116.64449514436622,3.1260583943743767,1.8370896061685114,4.694057679409792,2.6877546485866306,11.035821596244132,6.2221137385362395,18.50937625754527,9.184472758541672,7.055102392755417e-05,970.3315713813272,0.8336419094592924,2916.2130838387707,0.07417092941943869,234.32005025571178,10694.52076397372,8.65252364974547,14.287014012792806,8.270125788327876e-05,5.847236622915856,-0.14680921340215422,0.9436630179798503,2.836563858977624,7.233058546946267,11.130172992931177,10.712383098758067,22.245817545856163,-14.424041639035874,21.647018814640987,0.3183098861838041,0.04224090917541277,0.044269487218206165,0.018344469528621055,0.0498876847099486,0.03166026480854939,0.056271679847064736,0.02582845808443724,0.04436284955333476,0.0319307685669075,0.017391307863557016,0.006945003865652722,0.0381784114915084,0.03271896638841953,0.028538967019830736,0.02964536413022765,0.015494940304617868,0.02334990692958613,0.006373125743141467,0.03173287161023342,0.02269823311753949,0.013726069736215714,0.029731480153572853,0.0023957257704032577,0.011683116002342755,87.38990610328638,119.19507830531919,64.21983232729711,108.2812826580994,84.25818913480886,118.53787325597706,52.21446680080483,101.77344090153565,80.06548625083836,117.03262543601673,53.52082494969819,102.009441717194,84.50661301140174,118.61994188813733,50.029644533869885,100.16008443934699,0.14920053951245071,0.0742763541276948,0.45614649983673866,0.0,23727.0,31212.0,23290.0,710.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,7.192574405670166,0.8888178084674065,49939.5,4025.822829246521,0.03872083706342083,1.762273394147679,936.0
266.0,332.0,88312.0,0.8012048192771084,0.4554183813443073,905.6502552490127,1130.3604689574142,1023711.247234676,145.3235800344234,50.18656079399977,255.0,2.0,126.15262931424948,45.111870851460246,255.0,4.0,108.69683621704864,39.848736832093,246.0,0.0,16.056855240510917,15.541980154908853,65.25690732856236,23.67818340393286,145.35678050548057,50.09886689688468,6.131955584568943,1196.0,4072.021448412854,155.69069000542174,24.402339008480467,325.1062314472457,82.47537141045385,344.96875,302.7181396484375,0.6304184659535392,-1.097552409693126,53924276.0,-795304.0,341.96122982496775,13.777119799955234,0.08594626341600857,0.011715598176948753,0.9182676679950721,0.6380609039547822,0.5073294514806171,0.5071111513724069,-244.0,238.79020032534737,-0.20070535394687472,130.80247696749348,86.95514649780579,3.069887146181677,1.7982857909440004,4.618285170758221,2.6000637441627843,10.940506386448048,6.263094282596226,18.429194220490988,9.32154833588595,0.00011606782180762041,559.4249718190796,0.8662950444473383,2091.8072217172803,0.07319511519890057,259.71993604444367,7807.803915050023,8.34856091080469,13.648197141731412,8.936493606699777e-05,5.572145997139088,-0.16192853033210347,0.9504689778197346,2.864618110401911,7.064630920727588,12.080698619632045,11.743939623345527,-24.087370223329632,-15.395492424735341,-23.688337322296924,0.31830988618378686,0.021097531082762182,0.02877369745552013,0.016955527900835005,0.014788797094968529,0.008829422754206003,0.02699203482951973,0.009579311154940841,0.02849048676676868,0.008926980516833981,0.02064037432184321,0.016118642559074584,0.0011275621108297537,0.005077267421053859,0.008289316813682692,0.012710246183204092,0.028321383950160744,0.025247332559946628,0.022338304753340553,0.01910520627945008,0.0015941599466860064,0.013401182702217043,0.008472393253225715,0.015507078453844761,0.007974289844676796,87.30172569979165,119.16306044207678,40.08720219222756,91.76264070714643,79.40647930066129,116.94838271143928,36.096362895189785,88.28978520309394,78.80972008334088,116.66923548965842,69.63231497418245,111.52255522165473,75.49373811033608,115.4599679359638,33.69732312709485,85.78741467918462,0.1495002534012795,0.07367124273642278,0.5557603482101491,0.0,12771.0,19306.0,13438.0,451.0,102.0,12.0,0.0,0.0,0.0,0.0,2.0,6.2312986850738525,0.10369324684143066,15962.0,2050.032735347748,0.04772825743027422,1.705130394260695,462.0
291.0,283.0,82353.0,1.028268551236749,0.1282477341389728,741.0919751372453,720.7183125905169,534118.5577952887,148.52041819970128,72.30742007084629,255.0,1.0,130.14134275618375,66.23408066494149,255.0,0.0,109.60201814141561,57.57557250203171,252.0,0.0,19.945575753160178,21.695998058934485,69.32281762655884,37.81423470893523,148.6436438259687,72.14194027254082,6.280744790946901,1148.0,2923.6205754555244,173.58463109709695,16.75827863334423,324.22737332484496,70.46227824122982,321.69140625,119.20115661621094,-1.2759754976937894,1.1925208995717345,30129734.0,-697487.0,1162.663713902417,22.495004264644635,0.07700538643832726,0.00860332292872436,0.8696862565651818,0.4278659160381551,0.5242189112722062,0.5242189112722062,-945.0,234.45047320438854,-1.4296982915622956,162.02510209602406,140.86360866960283,3.097952989016404,1.8152850423375357,4.8762158027029985,3.0019485855597097,11.365196167717023,6.32033935473749,18.710648063822813,9.166027124272738,6.795053285155369e-05,1518.1038432903104,0.829883859859487,4461.678832523197,0.06962691907370755,266.7307863913573,16328.611486802496,8.814096842407992,14.474294804434177,6.851610664908441e-05,6.127083669008901,-0.15839711023332426,0.9566067796378399,2.909529846919805,8.368213090115693,11.47991608865277,11.104943285892574,22.406964751165468,-15.294273096119728,-23.079578807420877,0.31830988618379397,0.03310976041980794,0.0013664584697986241,0.028710055822396323,0.05578435887085427,0.04393430715144986,0.058821022648935385,0.014922977757030189,0.05591085736726945,0.044483881123925095,0.02550730081556606,0.02972603469877236,0.014556508425176628,0.04650015324337545,0.027877423666180817,0.019360222501946283,0.03522578027624462,0.0327112081633486,0.03004467018208198,0.036042269913127506,0.019991210626568123,0.011982908642674794,0.03101271134483062,0.019225805815494896,0.025470316429156568,91.04249996964288,119.9736361562657,71.36217259844814,111.79408232921715,85.2431241120542,118.34707727347312,68.38521972484305,110.95705393932766,84.44265539810328,117.89635980364383,81.51762534455332,115.21105260021454,78.03109783493012,115.95797254930082,65.02537855330104,109.38566727434696,0.14800577630750814,0.0766294196297359,0.4890846861201027,0.0,13314.0,16486.0,12431.0,515.0,94.0,0.0,0.0,0.0,0.0,0.0,5.0,7.446338939666748,1.7190159641575036,21891.5,1883.956614613533,0.07750747516828489,1.6348928480381155,174.0
258.0,553.0,142674.0,0.4665461121157324,0.4440799302788845,1441.8530185315892,3090.483407937864,4456022.830457002,154.77664465845214,56.37125386364405,255.0,2.0,130.60484741438523,49.7661337565744,254.0,0.0,109.36402568092295,42.6364987404139,240.0,0.0,18.200982659769824,23.74849614831366,75.7306516954736,24.389502011898305,154.79767161501044,56.32289352217864,4.8147807736680175,1622.0,9064.672852938906,148.91268636819478,31.811309196605652,335.532824835393,67.24683544303798,557.3203125,454.29119873046875,0.7130415181040353,-0.8699272500984145,132348528.0,-1370794.5,390.535227024882,13.93292335404412,0.1029745074029032,0.011505300376522575,0.9237843432998619,0.8935919274131254,0.7229207844456593,0.7229207844456593,-957.0,362.38718675344217,0.010219838963366416,126.27678057734445,96.32827300255494,3.122856274481109,1.86770836981161,4.447418590633192,2.173163745602549,10.11617393498465,5.695982039842288,17.08759830102191,9.15857958400714,0.00012642953467213028,446.9513908371799,0.9128243926170186,2562.757541334755,0.0981211899671669,270.7294629675721,9804.0787745019,8.468517150899604,13.564962550565575,0.00011576105403339225,5.349064059121069,-0.1952115369164676,0.9701895595490542,2.774524070078641,5.920611277762708,11.662556054092684,11.678118420257588,24.205283378971835,14.81111126380003,-23.352695323395228,0.3183098861837803,0.021966212274646738,0.009825291150266464,0.004343089371763324,0.009472872219947793,0.0022403011098600777,0.02429821132299407,0.052483717490850165,0.04658522155097321,0.016276600581323592,0.023477732289983545,0.006150472880881017,0.028478684131219043,0.025567563711333046,0.017774818260611273,0.02076915371811682,0.0333815631841436,0.020937177209846822,0.023408834319739936,0.02101453036140326,0.026198690373701462,0.03458550258868839,0.04275318058908259,0.03820233493735743,0.04173665951297023,95.17517557508727,120.73931866693826,34.77820766222297,86.40659884428969,85.0991350911869,118.58812061638929,14.56013008677124,58.75946539552257,76.59869352509918,115.51730332162114,25.032584773679858,74.9414349805069,84.44966146599941,118.52879640691167,13.274128432650658,56.24760882210721,0.14420968566301523,0.08355443934066392,0.6953672801142592,0.0,25916.0,27121.0,21543.0,960.0,232.0,78.0,38.0,0.0,0.0,0.0,20.0,7.0575518131256105,0.9933632621541042,124774.5,5074.85226559639,0.06088199768802405,1.6873557612200611,86.0
344.0,225.0,77400.0,1.528888888888889,0.16914187813043594,703.5108582585834,460.1451834540153,323717.1329352876,103.63728682170543,67.47337489919444,255.0,1.0,88.05370801033591,60.317205619493016,255.0,0.0,78.16686046511627,52.586908009687065,253.0,0.0,20.085335917312662,35.051049031300806,62.88282945736434,34.56109677945453,103.72263565891473,67.36929248785594,5.756577467885489,1138.0,2327.312083425197,148.55185778371714,31.118817592330444,315.48147494367083,69.68023255813954,302.34375,209.6050262451172,1.5380768659839426,4.271186299169035,34648580.0,-663409.125,336.4286880466287,12.647333981210856,0.1432052235078137,0.018979273092136005,0.9553937697896682,0.7581934802289472,0.3776195767332489,0.37760981912144703,130.0,192.90664108312757,1.3877910117890013,125.93773264801604,100.06415552821612,3.12653542456884,1.7910349834154722,4.630387596899225,2.4772404010929994,10.658630490956073,6.035919971917348,17.83984496124031,9.150517641236366,0.0002878217680673622,545.5740413794698,0.9276356359896104,3769.5736693217627,0.1191446173509664,182.8262190766296,14532.720635907594,8.650165986426572,13.592575663670111,0.00011274109487017481,5.459981099176894,-0.22716250100168936,0.9833554059488433,2.6852608895316337,6.199856038878027,10.788581198387421,10.208595233720562,20.91850059561369,13.310669252589273,20.81024995238791,0.3183098861837891,0.05394800731046924,0.0976679366842035,0.0825505323824257,0.14048794581056362,0.08720733519079696,0.030965137495890496,0.0494284068618082,0.03655473886020039,0.061866234567717567,0.0792842331370679,0.021946680949300086,0.0774717702230076,0.07746971946195773,0.08701194680481027,0.04984165353525684,0.014493609569584688,0.013468223647959758,0.018725262057318233,0.022268447989866352,0.037260589704757,0.037037170669803776,0.05768069671219397,0.025909388402045444,0.03239535959013378,87.29793281653747,118.94994635277824,27.896808785529714,78.8751560571903,84.62624031007752,118.44803331285773,32.707093023255815,84.74419712939076,79.87501291989665,116.75058769473932,58.60812661498708,105.5499328965913,83.72170542635659,118.2766778629265,32.401834625323,84.41261479592865,0.14882204656749007,0.0750318347696163,0.48396865177924664,0.0,12108.0,15917.0,12452.0,297.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,6.508817672729492,0.0,11066.0,778.8427073955536,0.22924560289210363,1.6907091574871125,1559.0
597.0,265.0,158205.0,2.2528301886792454,0.2961298437786621,1213.5904394947036,538.6959237288047,653756.2228320454,127.73069119180809,44.49005918896608,255.0,19.0,125.70486394235327,42.245198279143786,255.0,19.0,123.24667994058342,40.08584725018823,255.0,14.0,58.15301665560507,46.82016993874022,24.573243576372427,18.773357528102615,131.81835593059637,43.62675160141321,4.659878638469257,1724.0,3504.5727264470165,161.1930310359666,23.9412163555794,336.1640884043635,67.68891627951076,617.98828125,536.9683837890625,0.4106283470207946,-1.3720639002557293,171582608.0,-1565583.0,232.42266050396995,10.751443586171678,0.1196956463096966,0.012816000282747252,0.9351894365209789,0.8820630945354221,0.39306325497310385,0.3930533168989602,217.0,281.37848995661807,1.562749224568035,121.79871967663706,89.99242721345048,3.1400938307925177,1.7623750507324145,4.586656553206283,2.5152626382547534,10.696545621187699,6.0486861782272525,17.982718624569387,9.183709072437331,0.00011559650877721781,525.4709402987644,0.8536709511970578,1795.1046254748644,0.08238767555193484,252.00560741561074,6654.947561600657,8.320679346097972,13.614769890603267,0.00010654347135838375,5.4542515667399245,-0.1542058848582168,0.9388266772466882,2.7460700051115174,5.854386611956886,11.06370450784723,11.328852782488479,22.533363461818787,14.395252827257883,-23.239858017528398,0.31830988618377354,0.02014644810724371,0.014251341830629082,0.013578002998737954,0.029367142290765584,0.032470850606471584,0.007689273660385476,0.013079188371495031,0.011260584505806375,0.055484166103461914,0.03904668502512836,0.034635294284635534,0.0032028583577414197,0.012313659511858359,0.015013017081143306,0.014854339774760243,0.008651355954927626,0.00874706603304401,0.017691313923792546,0.021165354194781886,0.0033761172895985796,0.007369297335886625,0.010112336780568717,0.0041014134239783645,0.00856453553046813,67.63218608767106,111.61092065795467,26.23693309313865,76.57299045876236,79.40443728074334,116.8915772137595,28.278139123289403,79.51146359159496,94.59256028570526,120.90231534002005,69.88673556461553,111.54900675103814,80.44309598305995,117.20391927173617,29.871906703327962,81.41348624254962,0.1463831672091191,0.07968529432037175,0.5217809602414254,0.0,27726.0,30758.0,24306.0,1250.0,52.0,4.0,0.0,0.0,0.0,0.0,6.0,6.70327107111613,0.22213358591075694,22300.0,5425.231113433838,0.009520905171163292,1.7142587766362678,298.0
315.0,175.0,55125.0,1.8,0.21060976541606174,1004.9188128005271,558.2882293336262,561034.344622456,179.1362358276644,47.82077440550886,255.0,31.0,163.1362358276644,44.61238713695742,253.0,23.0,145.98024489795918,40.889513979749324,243.0,12.0,16.254621315192743,8.377679160835891,47.14884353741497,20.940974271138842,179.1390657596372,47.81341853266985,5.334779977793988,980.0,3126.4140842683064,163.9142863037323,19.26440980435456,320.58505267806714,82.92299319727891,215.33203125,179.56829833984375,0.31060421275754074,-1.4109357167344934,20124840.0,-459724.71875,779.8874977251339,19.906824385803368,0.0706010488296775,0.010435542900964758,0.8052198330170365,0.8297735015234642,0.6236369904022352,0.6235464852607709,-336.0,209.20101068393944,-1.5081593928478247,162.75014214928518,114.5408618984789,3.1088817180460553,1.7904565970728303,4.746231292517007,2.835169567612494,11.208417233560091,6.435531321541525,18.850285714285715,9.392138757488055,9.141766930183624e-05,1102.5930685506503,0.7250263652050939,2004.5971221276586,0.05708529602968789,331.95457732967503,6915.795419959959,8.321888110316475,13.938628514735932,6.48660070643307e-05,6.030093835635603,-0.11940484890933604,0.9073602911398307,2.9249687661921606,6.399881853700332,10.84429985305767,10.707536884400218,21.505955399274704,13.921927378505412,-21.986892681639475,0.3183098861837917,0.035642457675388775,0.005541842725844882,0.003407833526405109,0.0071461197014260815,0.01451089887325143,0.01284035231433853,0.009412841724974622,0.015273080540256745,0.010055622232809055,0.008569802103678132,0.016429734936223805,0.02723612490631832,0.016982586697364906,0.018156614134187784,0.010740214005817749,0.0018088961723428613,0.00765242701645056,0.009800193930123442,0.014076535328092894,0.004817880209897889,0.003198655630740314,0.00391979257755132,0.007327597887117693,0.006687970026068965,84.43602721088435,118.4338179970178,65.01255328798186,108.96278532682216,86.19559183673469,119.0502111054053,62.20355555555555,108.12096282135569,87.93108390022675,119.13275578112133,80.81605442176871,115.72610833523613,84.62632199546485,118.57179679474548,57.561850340136054,105.30346036149326,0.15245527500478684,0.06734364778570404,0.3125126775469628,0.0,7061.0,11542.0,8728.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.784937449863979,0.624083016281022,34033.0,3846.3598453998566,0.028907482638477765,1.8028832193370292,262.0
