pothole_width_pixels,pothole_height_pixels,pothole_area_pixels,aspect_ratio,relative_size,pothole_width_mm,pothole_height_mm,pothole_area_mm2,avg_color_r,std_color_r,max_color_r,min_color_r,avg_color_g,std_color_g,max_color_g,min_color_g,avg_color_b,std_color_b,max_color_b,min_color_b,avg_hsv_h,std_hsv_h,avg_hsv_s,std_hsv_s,avg_hsv_v,std_hsv_v,compactness,perimeter_pixels,perimeter_mm,fourier_mean,fourier_std,fourier_max,edge_density,hist_mean,hist_std,hist_skewness,hist_kurtosis,hist_energy,hist_entropy,glcm_contrast,glcm_dissimilarity,glcm_homogeneity,glcm_energy,glcm_correlation,eccentricity,solidity,extent,euler_number,equivalent_diameter,orientation,gradient_mean_magnitude,gradient_std_magnitude,gradient_mean_angle,gradient_std_angle,lbp_mean_r1,lbp_std_r1,lbp_mean_r2,lbp_std_r2,lbp_mean_r3,lbp_std_r3,haralick_0,haralick_1,haralick_2,haralick_3,haralick_4,haralick_5,haralick_6,haralick_7,haralick_8,haralick_9,haralick_10,haralick_11,haralick_12,hu_moment_0,hu_moment_1,hu_moment_2,hu_moment_3,hu_moment_4,hu_moment_5,hu_moment_6,zernike_0,zernike_1,zernike_2,zernike_3,zernike_4,zernike_5,zernike_6,zernike_7,zernike_8,zernike_9,zernike_10,zernike_11,zernike_12,zernike_13,zernike_14,zernike_15,zernike_16,zernike_17,zernike_18,zernike_19,zernike_20,zernike_21,zernike_22,zernike_23,zernike_24,gabor_mean_f0.1_t0.00,gabor_std_f0.1_t0.00,gabor_mean_f0.5_t0.00,gabor_std_f0.5_t0.00,gabor_mean_f0.1_t0.79,gabor_std_f0.1_t0.79,gabor_mean_f0.5_t0.79,gabor_std_f0.5_t0.79,gabor_mean_f0.1_t1.57,gabor_std_f0.1_t1.57,gabor_mean_f0.5_t1.57,gabor_std_f0.5_t1.57,gabor_mean_f0.1_t2.36,gabor_std_f0.1_t2.36,gabor_mean_f0.5_t2.36,gabor_std_f0.5_t2.36,hog_mean,hog_std,hog_max,hog_min,hog_center_mean,hog_center_std,hog_edge_mean,hog_edge_std,hog_hist_bin_0,hog_hist_bin_1,hog_hist_bin_2,hog_hist_bin_3,hog_hist_bin_4,hog_hist_bin_5,hog_hist_bin_6,hog_hist_bin_7,hog_hist_bin_8,hog_hist_bin_9,num_blobs,contour_area,contour_perimeter,contour_circularity,fractal_dimension,image_file,avg_blob_size,std_blob_size
218,171,37278,1.2748538011695907,0.26089695137314184,2323.430197344882,1822.5071731466733,4234468.200966638,120.08109340629862,63.064374615438574,255,8,101.51684639733891,54.00846896261926,255,0,86.02113847309406,45.90958257921028,241,0,22.72726541123451,33.66973981231235,70.25712216320618,35.08822756748494,120.1836740168464,62.97418847579927,6.1023795188182275,778,8291.87474098311,164.602430350062,15.856421646613715,303.659591581743,79.02140672782875,145.61719,103.199066,0.7636442981703407,0.5469505680449438,8154730.0,-282649.9,1088.8132697332337,23.52084512355582,0.08041387164178183,0.013269288510430893,0.8234196394232578,0.6443417962698084,0.41971135790546704,0.41971135790546704,-34,141.14214791098496,1.3571076441851804,151.198701958071,114.94873072179216,3.1810157408528923,1.8110124245383645,4.997156499812221,3.1064578604206323,11.81525296421482,6.458970214989197,19.35809324534578,9.123107828188983,0.00016062483309756467,1323.2644581977543,0.7857794613293314,3088.098141682889,0.07253747873140855,210.33191334645625,11029.128108533816,8.50496381134456,13.912411895477188,6.159083364816492e-05,6.143737861761598,-0.17038882903519958,0.9613126971701166,[2.77749764],[6.82039376],[11.05715744],[11.21241599],[22.36114392],[15.05560392],[22.95036292],0.3183098861837838,0.0248144585414406,0.0037859837855749425,0.03267407984219766,0.047327139078466994,0.033561392937013414,0.021262483901360443,0.015439932197737729,0.023930395198823756,0.07829050024599414,0.06348951709256245,0.06751882814947047,0.023796177486568294,0.029817504777484016,0.027234677574072715,0.006210474971723374,0.04981154066548457,0.0476770686969616,0.07014617980712863,0.05918637853420333,0.0005895927971357174,0.009874269505813191,0.02971203839361874,0.028569052985732157,0.019361168752070283,76.6652180910993,115.60623325535813,87.91230752722785,117.9132579954799,73.91507055099522,114.71033238113847,77.71189441493642,115.58546572075953,92.77681206073287,120.43695539673831,88.24711626160202,117.95578578749624,79.1727292236708,116.60824993502243,80.0468641021514,116.4102441892813,0.150081783896707,0.0724792102328613,0.44193591968758644,0.0,0.1441733903051576,0.08361705149588822,0.15127452960703217,0.0699556607143586,5032,7924,5476,281,7,0,0,0,0,0,0,4983.5,1300.0945754051208,0.03705053079642849,1.763419375630965,p1036.jpg,,
423,311,131553,1.360128617363344,0.5099249956392814,3242.47193414962,2383.945086336955,7729875.035001468,138.3132957819282,59.110881398430735,255,7,112.99812242974315,51.77417200372283,255,0,92.94221340448337,45.630537017890234,243,0,14.982866221218824,15.551699391620145,86.4592293600298,30.725861762998605,138.3700941825728,59.096119654291066,5.997256497118782,1468,11252.83404097315,168.817512411793,20.02896733431681,331.2058354584977,75.66862785341269,513.8789,330.44513,0.01874587874375583,-1.2598026757222804,95555970.0,-1232823.5,456.40557138722784,15.029380838451953,0.09189350881356163,0.01070940104683198,0.9188344875177888,0.613608773753078,0.5674214955189163,0.5674214955189163,-1016,308.2892133310878,1.5494382202160746,140.58933516710587,106.79656191190763,3.1219887498152827,1.768808364251313,4.74173907094479,2.7855566381880243,11.167552241301985,6.275269661394435,18.666172569230653,9.195477531097984,9.096288646192959e-05,843.2703888966312,0.8500347895561766,2811.551740901472,0.07209306449039832,236.30624113097187,10402.936574709242,8.574931157096549,14.091437152145058,8.163113178624039e-05,5.79484837165622,-0.15409640817718345,0.9471479446692204,[2.80454478],[6.76956893],[11.04618599],[11.52710776],[-25.0194871],[-16.00525341],[22.81376306],0.3183098861837915,0.02574139453135705,0.003465065494942789,0.012248773090781694,0.04118378946183957,0.039882914703519866,0.007086678083588912,0.01718278896986347,0.012118316307676066,0.04031133216328381,0.04345317081508295,0.01886956554942196,0.02224041501674518,0.022729234398979812,0.017423257903940028,0.02129114321518442,0.026455876864620236,0.03606256122731123,0.021359695360430565,0.02502222738592781,0.022970444727823912,0.008701886706799437,0.004006977011333863,0.0175465061156974,0.016589610094897973,71.7617690208509,113.65849316218059,49.02453003732336,99.12320202599491,81.64433346255882,117.54935937831581,53.69281582328035,102.91642851423616,95.56582518072564,120.83938068257469,78.36240146556901,114.76644362814054,82.23057626964037,117.84918067319302,52.10681626416729,101.80922514718108,0.14867422889108753,0.07532430840694175,0.43583637320791174,0.0,0.1476832659543299,0.0772491471154836,0.15084830536176289,0.07087006803346191,20781,26157,20242,747,5,0,0,0,0,0,1,35779.5,3870.720237851143,0.030009624751826024,1.746983606144873,p1988.jpg,6.315211772918701,0.0
286,206,58916,1.3883495145631068,0.3032343071253577,3479.9554094400487,2506.541308897378,8722651.986882372,152.28605132731346,38.41226683602414,255,30,105.21184398126145,33.49113925660194,250,12,68.76934958245639,27.084973862699574,202,0,13.145342521556113,1.698387728693289,142.28581370086224,21.523484239428537,152.28605132731346,38.41226683602414,5.959497481450713,984,11972.993436674853,136.79322737335656,26.37711073869871,314.602810881729,33.236217665829315,230.14062,293.08026,1.1804169474659314,-0.18845315364970538,35548350.0,-524720.75,87.69841594277275,6.806779083631386,0.15863595982020612,0.019525323765320065,0.9614308807647581,0.6882222779327901,0.3110360475629937,0.30945753275850363,183,152.36043902408358,1.5019064298196774,76.96215340358245,65.91566719417348,3.1128862186596042,1.7843957178822685,4.549935501391812,2.3628231323808104,10.365520401928169,5.882713037784132,17.403082354538665,9.211005190034518,0.0003093852090641666,191.25685880404478,0.916133744872699,1139.705961195929,0.12707146121739432,230.19838344405863,4367.566985979645,7.902221292771243,12.353235679025131,0.00019715543550240992,4.68367450069354,-0.22028895246454047,0.9737765375714318,[2.81341219],[6.56281555],[10.68600196],[10.69608521],[21.54244892],[14.11357136],[21.5329427],0.3183098861837903,0.029389869602199765,0.020118257221473784,0.020647907845563376,0.016487571175175977,0.014320750315049893,0.017367803367201305,0.00945096535700481,0.011816442784359754,0.010479651078343217,0.012593632516956116,0.014536166921159898,0.012341048383608784,0.005770200106515421,0.006223629815053341,0.006244141898605902,0.022472591740720662,0.017439423574563174,0.022800715206534764,0.022101364627429523,0.0003087142240444108,0.009012086783759641,0.0022894191390240896,0.00534103057351193,0.0036569962191173385,56.42691289293231,105.15271736459344,8.248149908344082,44.45125550343537,60.42535134768144,107.74929762883633,4.946941408106457,34.8786501251352,67.99119084798697,111.17736864579419,33.626722791771336,85.24760146596654,61.30599497589789,108.24320914840857,4.639826193224251,33.790589061982196,0.14704036094006304,0.07846598006442213,0.5139968977739455,0.0,0.14059093922450078,0.08950958373133316,0.1486222631952888,0.07542679004063198,9230,11546,7905,637,56,2,0,0,0,0,0,8820.5,1721.1483976840973,0.037416782080923035,1.6798612138551252,p417.jpg,,
366,265,96990,1.381132075471698,0.39001616522305593,2865.7245109583,2074.9098235080587,5946119.939255205,112.27799773172492,62.19131431905265,255,3,95.17042994123105,54.42570632477004,255,0,80.70148468914321,47.124211716396815,247,0,23.534189091658934,33.845918846881226,70.34821115578926,38.50449228362248,112.47355397463656,61.99250473254146,5.969273761450361,1262,9881.268668932718,160.41527504908026,22.08679146940152,321.47673639550055,60.693628209093724,378.8672,240.69017,0.002167803646408095,-1.5289931438939337,51576860.0,-863864.06,348.2533574566728,12.740470405788384,0.11267118280398043,0.011999487869519028,0.9434843153998753,0.7658582688065529,0.3655204413053565,0.36550159810289723,-141,212.45315215562587,-1.4172397850997047,116.14149785804071,100.0547577978162,3.0723822146392803,1.7835427460360997,4.7305082998247245,2.7347643847760255,11.14202495102588,6.319059625528209,18.655211877513146,9.194939447231315,0.0001177823699068612,587.2040420555304,0.904672070875144,3080.0982014568494,0.09175808663105768,197.015702645023,11733.188763771903,8.624174740191028,13.765779390820523,0.00010968904719889917,5.48841457206594,-0.202336536375624,0.9756173213675081,[2.73089367],[6.38730868],[10.81235738],[10.29866256],[20.90336965],[-13.64040924],[-21.20071424],0.318309886183784,0.06940899823847546,0.04634829918110052,0.05671153523048917,0.08871689504488281,0.08043933590730348,0.002431897193426676,0.033166743153068445,0.028440765761803617,0.015069609927611534,0.028964594132205052,0.017760587942343642,0.008803719649367395,0.031890761095872515,0.023695239360314726,0.014493271608364257,0.013446054090108236,0.03166184137369862,0.03577825339483428,0.0022230402232790484,0.0408862658465692,0.040242419314631316,0.03284042393152244,0.0439956972958116,0.04935670500716796,58.466439839158674,106.27764492460031,45.028384369522634,96.08294388150745,66.33704505619136,110.80173126758045,42.924456129497884,94.64208468283715,77.21920816579029,115.13593235843115,62.28435921228993,107.66605497311016,63.259109186514074,109.23132580745195,41.55058253428189,93.43573201698104,0.14982638565298587,0.07300569796534573,0.620390883267094,0.0,0.14865498119137038,0.07536228725110024,0.1517978697451232,0.06881267698899364,14405,20954,14718,499,94,12,6,0,0,0,0,19441.0,3037.468368768692,0.02647920465501783,1.6330281515159102,p1977.jpg,,
238,310,73780,0.7677419354838709,0.5163629237703312,3033.48933683827,3951.183589999427,11985873.288153617,139.24850908105176,62.094967293774694,255,2,114.46252371916509,54.81037710172334,255,0,96.72113038763892,48.88863751964304,250,0,19.013621577663322,30.23304291862131,80.9366630523177,36.61437684635119,139.30963675792898,61.98653538115158,6.069939401399857,1096,13969.345853675393,169.8689672873792,18.126406060700273,319.902893187844,81.40783410138249,288.20312,172.35057,0.025528378900463066,-1.274853216903622,28868034.0,-625312.75,1003.1579828502036,22.229767251941396,0.06805763979986884,0.009236543774976824,0.8405532088682077,0.616044969750148,0.5982755348282314,0.5981295744104094,-1210,237.04020989942344,0.06955851298988083,169.82352235565497,129.62438370466748,3.2143565280891613,1.8218002874430124,4.823746272702629,2.9226357793533047,11.395500135538086,6.410559559731653,18.916806722689074,9.231966926521768,7.686712894147059e-05,1340.0728758459582,0.7870495841459694,3146.1383741535283,0.06064436312282126,239.54309521103684,11244.480620768158,8.602227553945058,14.315078380128833,6.117549885865378e-05,6.140785327963497,-0.1399793614861789,0.9383593564141481,[2.81902166],[6.83795623],[10.69160207],[11.45246363],[-22.84273634],[16.07404161],[22.58151953],0.31830988618379286,0.025509356437510563,0.012018265667239332,0.014618636188818954,0.009857173007971365,0.008679671548987354,0.017978723650730385,0.024732136864377433,0.02316051858399418,0.02851192793591936,0.03746441420614323,0.02273508951010794,0.03869693649875826,0.020913357141213507,0.028687759179083644,0.00895208975491192,0.010228910108666965,0.007308505564338709,0.017507632833572952,0.03082713378667184,0.024337741134600566,0.028575270341387106,0.024092949900350383,0.028540538356902314,0.03472358818416414,89.18422336676606,119.2639316368626,74.8864597451884,113.5740471636023,81.70868799132556,117.610675965192,65.47420710219572,109.96912760270305,84.2759419896991,118.01742242752032,85.82438330170778,117.13848207967845,87.2753320683112,119.11412045077293,68.33998373542966,111.35783402043475,0.14975518082273276,0.07315164789809596,0.5426571774629653,0.0,0.14785347242212604,0.07692287349035916,0.15154850091533922,0.06936014449223446,10759,14911,11210,377,34,5,0,0,0,0,0,27427.5,2836.882582306862,0.04282657720886525,1.842457076202326,p1234.jpg,,
343,163,55909,2.104294478527607,0.39128943758573387,,,,120.39301364717666,53.882456618895,255,0,111.66951653579925,47.96690668230636,255,0,103.96576579799317,43.32751814339899,255,0,39.873329875333134,43.907035974706346,37.788316728970294,30.756555807977684,121.75605000983741,53.332193297009084,4.871605587916951,1012,,166.23227197268946,17.25302781263815,313.24874549581364,85.67350516017099,218.39453,164.2599,0.3798411434686853,-1.3130709663142024,19117436.0,-459332.3,823.4345423887701,20.709001542713853,0.06133803428750575,0.009289739402564924,0.8257623454369961,0.8966656344192727,0.3560211299131525,0.35561358636355506,196,159.10546385471653,1.5546135379757653,156.95052814178752,113.20440506851934,3.1005143651451132,1.8010342065729583,4.839650145772595,2.9560792638002593,11.424153535209001,6.393368862566318,18.995528448013737,9.221340637268804,7.62756471636805e-05,1147.4523332451727,0.7577931624409052,2368.273911662939,0.05122913902010019,226.78584958462415,8325.64331340659,8.46933274740477,14.134585584312175,6.181202805094038e-05,6.057116544505216,-0.1293962292949946,0.9245108960934454,[2.73326748],[5.84998444],[11.50920798],[12.04658662],[-24.17102361],[-15.23190208],[23.87368154],0.3183098861837932,0.005503238880250992,0.03115406933245638,0.03462853309309543,0.015983693658099485,0.0175536453054159,0.01847752980832316,0.008746922199999079,0.013189854892544496,0.032042976889309065,0.03980052392731283,0.030265667430589074,0.050699158348737665,0.042414182752892035,0.04718367062961234,0.02826229328590021,0.021721384193591566,0.026284386114658952,0.0284170262128389,0.0049230113259643125,0.060734261899562055,0.054642024329237496,0.05050748796527591,0.03685769792333977,0.02609934115812707,79.78699314958236,116.98492166606533,80.91516571571661,116.19658438221347,89.07505052853745,119.89448438702759,71.87459979609723,113.2013447487948,95.0383480298342,120.63609971286667,86.22395320968002,117.5860314292342,86.59215868643689,119.40167155197977,70.01827970451984,112.33985804367747,0.1516980767378812,0.06903239303127637,0.4293047911953056,0.0,0.15229777910831802,0.06769907128133423,0.1532624519468972,0.0654858656277788,7286,12198,8293,260,7,0,0,0,0,0,0,8085.5,1547.1483985185623,0.04244756687728665,1.7741585143663638,p1208.jpg,,
131,179,23449,0.7318435754189944,0.1641121469163797,,,,136.8005032197535,64.1493652472551,255,0,121.02098170497676,57.25393616517068,255,0,108.61443984818116,52.480555992972725,255,0,25.559384195488082,36.887044900854654,55.9548808051516,38.647360872995165,137.09228538530428,63.69144332523785,5.988960297063295,620,,162.19709759029988,18.081102576967854,297.7091306534266,87.19305727323126,91.59766,46.375404,-0.15037072478289926,-0.8828986907415941,2698447.0,-157991.69,2013.485990545775,33.405285775676454,0.0431361313353236,0.007977455751260305,0.7050468473171517,0.6660870055543855,0.5992579640922854,0.5992579640922854,-449,133.75934390770055,-0.025625741488574053,212.4266094695684,144.28910477235732,3.0801929784975135,1.8794630436080482,4.815727749584204,2.9769951085920905,11.35481257196469,6.449831189750179,18.81436308584588,9.320152152799674,6.460624236167675e-05,1995.6948363249405,0.7080040844151722,3416.3205885539815,0.043683934830207494,248.46603139039894,11669.58751789097,8.65358679485968,14.236400148303094,4.145691191741532e-05,6.472328546667516,-0.17031232910974614,0.9632658303878805,[2.85127012],[6.76989236],[12.05590685],[11.30668366],[-23.02504691],[-14.70200554],[23.39012695],0.3183098861837906,0.03667286138663384,0.03573931952524041,0.017868640359935888,0.02247583961122876,0.04088485584018313,0.03146119494769801,0.03350088890311712,0.02525415302378505,0.025774381169657107,0.06939057069488679,0.028945576824594775,0.020467096871487993,0.02135851780501359,0.013158982427415858,0.019661135624862176,0.022409189625553293,0.020935574354699185,0.026544707396112352,0.039110294975391424,0.033562819795551105,0.02776270981526246,0.035830910822277524,0.009336187280982065,0.03789084196527784,103.51831634611284,122.00942546047553,101.86899228112073,119.92814805252536,95.3394174591667,121.37868536372851,85.76318819565866,118.40633303737759,89.11343767324833,119.37296129109913,79.83939613629579,115.65714159778192,92.32389440914325,120.68405025347859,85.30060983410806,118.2829838085696,0.15023914638114091,0.07215245434712977,0.33765991791545447,0.0,0.15099791077329203,0.07055075276532513,0.1523577547980222,0.06756398690678098,3272,4467,3551,50,0,0,0,0,0,0,0,8689.5,804.7665868997574,0.16860279830517172,1.693088148150068,p1156.jpg,,
182,106,19292,1.7169811320754718,0.13501861650009797,1440.275794993077,838.8419465344294,1208163.7514184155,140.5121812150114,53.67483081541254,255,3,122.01244038979888,48.13543241241627,255,0,106.68401409910844,43.07709611042591,248,0,17.07547169811321,22.136159185827328,63.642183288409704,36.50712837952573,140.53602529545927,53.666587661857776,5.465068122006699,576,4558.235483055013,156.69206897557905,18.755829914302634,294.0431154367436,91.2300435413643,75.359375,53.53069,0.43263861649479857,-1.0615296661417817,2187410.0,-127881.04,1371.6458355053635,28.10252267278829,0.04311527575714734,0.008874337110743766,0.7106095678640996,0.8520009001611546,0.4290530028005394,0.42883060335890527,89,102.63289313662555,-1.5102403160033573,184.79165263316958,118.29611702893087,3.122259016775851,1.8289466259322527,4.807173958117354,2.988545822524677,11.45568111134149,6.5211147957268905,19.086616213974704,9.35194400881775,7.77634710981652e-05,1499.9605641579847,0.6845288962637391,2376.7953685411335,0.03943370967490592,251.59276565640727,8007.220910006534,8.474661230903717,13.9490052075737,4.7271786414879806e-05,6.288969767810389,-0.1669757435860415,0.959193814079675,[2.81861941],[6.21857054],[12.3456625],[12.41998844],[-24.91059824],[-15.55478087],[25.00658078],0.3183098861837919,0.007980700380765125,0.03233191477170718,0.028566134589138873,0.0353612599514086,0.030196702626421913,0.026243273753144586,0.01990855408560012,0.02483717604447882,0.04444059917659386,0.041111791931254395,0.032900506229646846,0.01409594976493209,0.011890884148093571,0.0065357916235322016,0.01269693809053882,0.03587998160230307,0.03100358644733405,0.04243601723294833,0.03850359133533373,0.0203307095872827,0.007956753239324287,0.006766792348349424,0.01616348242885726,0.016493238534682205,93.74072154260834,121.15371533483304,101.49279494090815,120.38163836485289,92.58568318473979,121.15518203624953,81.74098071739581,117.32743396744549,94.39923284262908,120.1065946818888,75.62036077130416,114.10073936178198,88.82541986315572,119.96489353043569,83.13886585113,117.8405557867892,0.1533381437429555,0.06530843320295734,0.2858644459166244,0.0,0.15220267738976503,0.06791261126744888,0.15493430717134066,0.06142587594358726,2188,4026,2858,0,0,0,0,0,0,0,0,3620.0,1000.2295711040497,0.04546938231501524,1.8621821109515868,p1195.jpg,,
86,281,24166,0.30604982206405695,0.1691302035217379,936.31102633958,3059.3418418769998,2864495.499891475,133.0682363651411,52.67918016102645,255,0,119.66812877596624,47.72491556517611,255,0,110.44632955391873,43.68784900500456,255,0,22.671728875279317,36.032449963198346,44.855292559794755,33.8242710321055,133.13887279649094,52.543825456453355,3.5165523613210716,734,7991.30573643316,158.36877062518363,16.714516425005794,298.0357212091715,83.44533642307374,94.39844,78.30932,0.8795549688308562,-0.5249006676349484,3851114.0,-170113.78,1161.6676575258286,24.404856604567644,0.0507595152153143,0.00984353104102181,0.7509477740577742,0.9566801303199771,0.4085078209054043,0.4085078209054043,231,112.11342821279496,0.03909148226803559,158.41568021579482,121.63166922903531,3.081613637487442,1.8517905700755752,4.918397748903418,3.0794003144255564,11.570388148638584,6.528135967139533,19.1600595878507,9.24193403795018,9.353276583883187e-05,1235.1106136925305,0.7348763376071974,2328.6343386168737,0.04876149535905553,244.8442270301112,8079.426740774921,8.384856043385394,13.80114871284999,5.8245450398516343e-05,6.111872166379625,-0.16532828077366016,0.9569366391177658,[2.60421489],[5.37083947],[11.17436964],[11.18819015],[22.3797423],[13.89878064],[23.03713031],0.31830988618378997,0.023097020700569893,0.009171731457258973,0.00393211366581147,0.016521496817537708,0.014810377185749945,0.014480905800894383,0.027400804285708902,0.04493220993312283,0.027540981304014184,0.02966306412973166,0.025047521875766646,0.017996445955147336,0.04011069950879722,0.05105111814710865,0.05242742075805905,0.03791595750337766,0.03577383393226544,0.03292104350906837,0.029821233917837378,0.012056155169519286,0.031827386537525044,0.02278662885817979,0.037476633266631414,0.04029354407555544,91.87337581726392,118.56566097180809,92.28122155093934,119.28263585222494,77.87767938425888,116.15105808874982,77.49987585864437,115.59811168638697,74.55822229578747,114.84803505958789,88.5352561449971,118.54897524851873,71.43106016717702,113.60548556154623,74.02975254489779,114.22563694457361,0.14967166955026007,0.07332236430610094,0.38066728663646643,0.0,0.1430986308196472,0.0854433123769507,0.1522365837367068,0.06783657085973671,3187,4474,3215,140,0,0,0,0,0,0,0,1354.0,552.6416964530945,0.05571103543750629,1.7855470009607286,p1194.jpg,,
62,115,7130,0.5391304347826087,0.04990061868368747,592.7013471180442,1099.3654019125013,651595.3546885095,134.89424964936887,70.26499656677954,255,0,114.12692847124825,58.33325468071926,254,0,101.94880785413744,54.26568363189958,251,0,24.72875175315568,38.75966043612233,68.1234221598878,46.48892460133877,135.01150070126226,70.08095004477657,5.2491781873795125,354,3384.1334980610904,148.93275000477126,17.417008251324205,273.01531246685306,84.15357643758766,27.851562,13.312405,-0.3793154437930941,-0.387774986214811,243950.0,-35740.902,1200.1898788308963,25.27384176763727,0.054191588346978195,0.011256167667140349,0.8388348983561552,0.8605676673365648,0.5080928923293455,0.5063113604488079,9,67.7967164138053,-0.0025338617967198313,180.52924925440428,130.08015646568725,3.130531057809365,1.825668695617577,4.8185133239831694,3.02215188191594,11.478681626928472,6.523055019639316,18.984151472650773,9.329508067078883,0.0001216304294489262,1541.5507997707637,0.7923822025142693,3711.5752753097577,0.04786737944417776,237.34111569577036,13304.750301468232,8.679339402959412,13.207962896450232,5.097309181202716e-05,6.270471774835931,-0.30406575745512243,0.9955918475335428,[2.76188335],[6.02283314],[11.84836882],[10.77782045],[22.25504621],[-13.85313956],[22.22861761],0.3183098861837927,0.06641318232280428,0.03829783325756984,0.023495270764177754,0.10912939186131283,0.09697545300083318,0.0003524481166390824,0.005785263965594676,0.014472901373705297,0.01891476700953547,0.012768494185642366,0.03123066212966995,0.0068285879211481436,0.006899706695406746,0.018079693456655353,0.011909015390680911,0.025322474744783767,0.018341606187542266,0.04499664384400855,0.033410302663164526,0.013297892613208889,0.04023347321914691,0.018020838836987414,0.009360124552834484,0.037085466187397546,101.78345021037867,122.16427082792222,85.96185133239831,117.45413811998901,82.0781206171108,117.61404509087775,80.69929873772791,116.80845452533215,85.36311360448808,118.51887777794919,94.85049088359047,119.5633245887532,80.19859747545583,116.78951156699891,80.1656381486676,116.56566592027468,0.15202060290942537,0.06831920714314718,0.37926703502166986,0.002673304044475491,0.1506485332389825,0.07129373889959009,0.15411029374442287,0.0634649126363348,734,1250,814,10,0,0,0,0,0,0,0,2494.5,679.2274831533432,0.0679458399759135,1.744018934737126,p1157.jpg,,
