pothole_width_pixels,pothole_height_pixels,pothole_area_pixels,aspect_ratio,relative_size,pothole_width_mm,pothole_height_mm,pothole_area_mm2,avg_color_r,std_color_r,max_color_r,min_color_r,avg_color_g,std_color_g,max_color_g,min_color_g,avg_color_b,std_color_b,max_color_b,min_color_b,avg_hsv_h,std_hsv_h,avg_hsv_s,std_hsv_s,avg_hsv_v,std_hsv_v,compactness,perimeter_pixels,perimeter_mm,fourier_mean,fourier_std,fourier_max,edge_density,hist_mean,hist_std,hist_skewness,hist_kurtosis,hist_energy,hist_entropy,glcm_contrast,glcm_dissimilarity,glcm_homogeneity,glcm_energy,glcm_correlation,eccentricity,solidity,extent,euler_number,equivalent_diameter,orientation,gradient_mean_magnitude,gradient_std_magnitude,gradient_mean_angle,gradient_std_angle,lbp_mean_r1,lbp_std_r1,lbp_mean_r2,lbp_std_r2,lbp_mean_r3,lbp_std_r3,haralick_0,haralick_1,haralick_2,haralick_3,haralick_4,haralick_5,haralick_6,haralick_7,haralick_8,haralick_9,haralick_10,haralick_11,haralick_12,hu_moment_0,hu_moment_1,hu_moment_2,hu_moment_3,hu_moment_4,hu_moment_5,hu_moment_6,zernike_0,zernike_1,zernike_2,zernike_3,zernike_4,zernike_5,zernike_6,zernike_7,zernike_8,zernike_9,zernike_10,zernike_11,zernike_12,zernike_13,zernike_14,zernike_15,zernike_16,zernike_17,zernike_18,zernike_19,zernike_20,zernike_21,zernike_22,zernike_23,zernike_24,gabor_mean_f0.1_t0.00,gabor_std_f0.1_t0.00,gabor_mean_f0.5_t0.00,gabor_std_f0.5_t0.00,gabor_mean_f0.1_t0.79,gabor_std_f0.1_t0.79,gabor_mean_f0.5_t0.79,gabor_std_f0.5_t0.79,gabor_mean_f0.1_t1.57,gabor_std_f0.1_t1.57,gabor_mean_f0.5_t1.57,gabor_std_f0.5_t1.57,gabor_mean_f0.1_t2.36,gabor_std_f0.1_t2.36,gabor_mean_f0.5_t2.36,gabor_std_f0.5_t2.36,hog_mean,hog_std,hog_max,hog_min,hog_center_mean,hog_center_std,hog_edge_mean,hog_edge_std,hog_hist_bin_0,hog_hist_bin_1,hog_hist_bin_2,hog_hist_bin_3,hog_hist_bin_4,hog_hist_bin_5,hog_hist_bin_6,hog_hist_bin_7,hog_hist_bin_8,hog_hist_bin_9,num_blobs,avg_blob_size,std_blob_size,contour_area,contour_perimeter,contour_circularity,fractal_dimension,image_file
794,525,416850,1.5123809523809524,0.9591578462954441,2851.5189084495123,1885.45015986901,5376396.781805637,187.08711047139258,53.66790254491952,255,9,152.45549958018472,44.8430965231747,253,7,118.07177881732038,35.62013153646853,232,0,15.044577186038143,2.4479779528999495,93.47983447283195,19.824473674721794,187.08741753628402,53.66700066660429,5.781389542862589,2638,9473.938136637043,158.5218232503473,32.74482332557992,360.17615981326185,47.96030946383591,1628.3203,1654.3975,1.2047732270368705,0.4557024900541853,1379445200.0,-4743656.5,207.0237002342009,9.302607338017538,0.1624286065009501,0.016218241492943406,0.9513744549032602,0.7564976607514923,0.7330385115920374,0.7296797409139978,-2396,622.3161998561986,1.541059387401593,95.40695928357135,86.58484448254485,3.141909253427083,1.7804041755156397,4.546537123665587,2.307159212194478,10.41693894686338,5.8797184751073255,17.52333693175003,9.169670304457537,0.00021116269298124266,352.7005173695586,0.917135376309143,2128.3446286190047,0.13426091005946217,317.96981222555223,8160.677997106406,8.231059528827451,13.12997513003966,0.00016512146067859768,5.047474679605177,-0.19836873602442076,0.969091389603311,[2.97141206],[6.75113673],[11.45169144],[12.01150806],[23.84448641],[15.40352447],[23.9572326],0.31830988618401634,0.004178020303942735,0.012643897112185635,0.03271328379327683,0.012079578787701316,0.014685251903025703,0.02935263275260037,0.012970455906894838,0.028576386557983332,0.012734582662931895,0.016926845625958458,0.019095173115827237,0.01238454074059736,0.013239482537151865,0.014353255943251403,0.015586723191581721,0.017617249661972353,0.017193651939638597,0.019696326316354214,0.023775315964223925,0.008960467256463864,0.0034636356760778322,0.007026118694261561,0.009386677050805986,0.005792590213200636,68.43751709247931,111.80484549534924,12.629456639078805,54.45095627336064,61.24362000719683,108.08351182648138,15.623684778697374,60.68773484019663,66.81130862420535,110.97788273029188,35.025507976490346,86.26422014114056,71.51474391267843,113.3434070258974,17.158421494542402,63.3946149764765,0.1486489154884767,0.07537425089123875,0.6518381426215717,0.0,0.14694188756080553,0.07865023492062541,0.1510410812390251,0.07045828235008782,68451,87417,68111,1530,247,29,7,0,0,0,45,7.165951220194499,1.4260651184585422,171740.5,4581.788339972496,0.1028045985784588,1.6665024330151625,p1022.jpg
494,277,136838,1.7833935018050542,0.32705223256325316,2440.5782829728723,1368.5023975374202,3339937.231626136,139.66263757143483,59.97883669698878,255,4,119.24344845729988,52.571975176931225,255,0,101.92373463511598,44.99935690687449,247,0,18.243813852877125,22.915937996435304,68.07250179043832,35.02563842564296,139.76259518554787,59.879603750739484,5.360800031573521,1542,7618.161361020585,146.81519866501782,33.75785772673921,332.83650557581615,67.63822914687441,534.52344,293.67804,-0.2752353230259661,-1.26224493856274,95222300.0,-1276936.0,185.10308213909204,9.694554082057365,0.12378483881254242,0.011352782862074726,0.9676819727987238,0.8545913503111279,0.4668694345707061,0.46552858124205265,136,284.7944969249219,1.484862181489992,121.13344015857898,88.13827239454005,3.1262595092848335,1.7587841735192178,4.445972609947529,2.288046006854455,10.351934404185972,5.902482163051421,17.54265627968839,9.267644276866367,8.874036788300553e-05,453.5983510171326,0.9208565653557906,2865.2958519935023,0.08581048917207658,246.6617438559678,11007.58505695689,8.702921464337704,13.87245817559084,0.0001151322857941921,5.347479257014651,-0.20557615797114542,0.9751349953151065,[2.81584587],[6.21606545],[10.83996808],[10.65078951],[-21.68925184],[13.92633211],[21.46135246],0.31830988618379796,0.038775988328193664,0.07034397793068098,0.02551960411196273,0.04875207555565417,0.05380250376238421,0.0039846732011750135,0.06911256848518357,0.0258716289270712,0.024831054063172413,0.01919407666430714,0.02197778989483415,0.05686740722854399,0.02541262924966343,0.06332152192989246,0.00922248403775247,0.007366009288310468,0.022731298720976813,0.02406246363710866,0.01303142932420047,0.0655494553332156,0.038917237415041495,0.03511023728329142,0.04388336521307625,0.020553215776014936,77.59349011239568,115.94961699377147,7.6781595755564975,42.91150820993899,84.48316257180024,118.60802783966388,15.160167497332612,59.91581205236067,91.6481094432833,120.4262078975738,59.83971557608267,106.15142805292486,86.38434499188821,119.32296320903103,14.631396249579796,58.92228485338874,0.1460170028930913,0.0803542944667017,0.4035976365649337,0.0,0.14569637175077116,0.08093420186608587,0.14884485626387944,0.07498657571311321,24527,24787,21534,425,7,0,0,0,0,0,4,6.87777841091156,0.4210083589101587,60146.0,5530.138624668121,0.02471408739224817,1.6999604742526098,p1552.jpg
213,248,52824,0.8588709677419355,0.08166975881261596,1178.1446887668262,1371.7365390336756,1616104.1178499134,143.12876722701802,69.5497053902063,255,1,116.78502195971528,63.782498807452214,255,0,91.73271618961078,53.06234442857784,244,0,14.505811752233834,8.499781976642879,100.96077540511888,47.50474854641974,143.12990307436013,69.54830474760969,6.211166162949566,922,5099.762455601004,172.0133715113292,17.06840416452565,313.5441104187592,81.27328487051341,206.34375,78.90856,-0.8105334084591435,0.40593487274970963,12493902.0,-413562.2,1483.5910491483648,27.014930766897827,0.06383115556635685,0.008177254249831846,0.8184984680446318,0.5669446294676174,0.43061711558131605,0.43037255792821444,364,170.13473428435825,-0.11346034856674063,206.55151994610694,150.36428055484035,3.1744406856012497,1.8058981534687657,4.874394214750871,2.982937766615334,11.399628956534908,6.389583719909116,18.899193548387096,9.252593364988817,6.109727827902245e-05,2114.5107553505172,0.7412725783230113,4086.2343841588554,0.056825346448902476,243.80365082853243,14230.4267812849,8.771893061552737,14.574829525409639,4.8048334983677785e-05,6.45559218544796,-0.14574753692451725,0.9469995145972051,[2.87684732],[7.25098205],[11.51229483],[10.97973017],[-22.71414095],[-15.19748576],[22.2499496],0.31830988618378747,0.036410871338415494,0.036507256247192976,0.03470482465821641,0.04735996588371511,0.036019452333369985,0.01130008883074692,0.03568995854281164,0.03005324273172064,0.04736860733809299,0.040471029947581935,0.04458706854902734,0.03241949155473959,0.020980353355245708,0.007841934491722794,0.025892208808263362,0.05669816447139989,0.04327746487142671,0.05666424174025316,0.06338728701445728,0.014751528185804833,0.02654076889267165,0.025669620880363533,0.027415148888505055,0.03503938169666142,98.70095032560957,121.36422597563984,80.53738830834469,115.66797769750897,89.48438209904589,119.65612969855101,79.48559366954414,115.85529524609055,90.58022868393155,119.6764129360698,92.23248902014235,117.68931068305393,93.41021126760563,120.66451989599229,79.33359836437982,115.76645658183672,0.14963097892998484,0.07340536709217906,0.42916864225218204,0.0,0.146689783581609,0.07911943608218099,0.15114177172686608,0.07024202882126983,7764,10799,8121,298,18,0,0,0,0,0,5,6.356650447845459,0.09345226628711567,8604.5,1157.2173788547516,0.0807431351716303,1.8516360250317159,p173.jpg
355,477,169335,0.7442348008385744,0.26941520505053074,2288.239997718393,3074.621067356827,7035470.904153509,118.36703575752207,71.42918076560458,255,0,91.89611125874745,62.72239764770702,252,0,72.07793427230047,52.51414951478579,240,0,13.929671952047716,15.787411147627914,111.4169486520802,49.95452065490266,118.36956329169989,71.42582177087472,6.018674284501124,1664,10725.72213015044,180.24801783120006,16.72885644371016,332.40124700141325,69.49233767384179,661.46484,359.34726,0.24430255637873946,-0.34066022031989407,145066540.0,-1628372.6,1297.6244832933821,24.02884672327657,0.07484455841477966,0.008881426820130817,0.840553502228964,0.666792756990062,0.37854118314051344,0.3785277703959607,-22,285.67833018700327,0.13552491313005538,166.10609620793554,138.33066968143783,3.097883952591259,1.8203996501086994,4.870085924351138,2.9535323320030615,11.308087518823633,6.2945087801914665,18.680762984616294,9.218632187595803,7.537211105863157e-05,1439.7210462391527,0.8230848676982764,4068.6490085444448,0.07038436581027872,195.03419848090533,14834.87498793864,8.70848174320774,14.423334660240826,7.059161016291487e-05,6.104344095522831,-0.1396129706135547,0.9392831759675798,[2.73363222],[6.53818651],[11.11751945],[11.59453053],[23.28389438],[15.42619493],[-23.00324187],0.31830988618378525,0.01843363488931864,0.007912330736917599,0.018882911918001986,0.049383230860305195,0.04883226034346514,0.03496642960463723,0.02430796316243392,0.023312388243446145,0.08338833633298726,0.08394080511597295,0.08512605908969563,0.05017587382525819,0.033580745210422924,0.03206786944737439,0.02078597310414968,0.06425926638869577,0.051718491517312074,0.050148024088367806,0.055849463267379676,0.029292901279990187,0.036722038390739786,0.039261944326526764,0.029827772790473488,0.026589741880828566,95.9534886467653,120.75709119601544,78.32853810493991,114.70504483755528,88.86692650662887,119.31841768273016,70.28432987864292,112.05920406689555,81.81668881211799,117.35507032255826,79.19342132459326,115.16266839457172,82.57832107951694,117.63204977789664,66.94516195706736,110.51180250174068,0.150068701137792,0.07250629429402462,0.5206715052650773,0.0,0.14872492996597705,0.07522415157236825,0.1512674340480969,0.06997100235130028,25234,36879,26794,690,184,3,0,0,0,0,6,6.4789760907491045,0.46317598066273347,29467.5,4972.4098246097565,0.014976810146066017,1.807464154130212,p167.jpg
723,307,221961,2.3550488599348536,0.4694725754460773,1002.009334490429,425.4728432760189,426327.7605347544,112.9441343299048,50.89122076907411,255,1,101.09451660426832,48.17746790287783,255,0,93.19120025590081,45.85006929060578,255,0,26.102779317087236,40.44948950012895,50.033131946603234,26.98021311095166,113.23509084929334,50.930680993778466,4.520816281834645,2060,2854.9643555328958,147.8608130166393,34.8633974335681,339.0450937615461,58.09966615756822,867.03516,774.5522,0.8017805267320923,-0.785339882529684,346030340.0,-2293657.2,166.57555018183876,8.960492479270961,0.1403599507555682,0.015004507360553629,0.964486241839427,0.91360064801589,0.2451992426974396,0.24506557458292222,940,263.1688907068409,-1.5489159059450246,117.037893820408,97.72891566832271,3.1484524438904122,1.765114907316337,4.442104694067877,2.227679888410591,10.308261361230127,5.8842316712978375,17.479057131658266,9.274400848283197,0.0001553388358767085,442.5353733716,0.90572899908026,2346.7968732524673,0.09714911038451476,207.37274597631674,8944.652119638275,8.393672851645007,13.448809192561137,0.00012825601200767292,5.265910925305827,-0.18887926065211236,0.9631823768665855,[2.62505755],[5.55769872],[10.8023037],[10.88176749],[21.73094517],[13.66212289],[22.46882898],0.3183098861837848,0.012194899491780478,0.009418485082116328,0.034157624891446706,0.008852107405564358,0.013271889452891015,0.06059836614966243,0.05323912655123921,0.038540036828989405,0.010861378079459808,0.006210417963731293,0.013791933449897353,0.040295565286960974,0.023690278599187542,0.034217783317993744,0.03582343086053033,0.02871243079937716,0.01960871467132612,0.023930067493068558,0.013050842644838984,0.041348021569021,0.05673358168485206,0.05517882502354803,0.053409169368022986,0.06142054834445868,72.00065777321241,113.70973898303184,4.126346520334653,31.61449008508983,79.86935092200882,116.9954864016781,12.321939439811498,54.341300428087045,90.15034623199571,119.8304163889908,54.13797468924721,102.73310099819818,85.5235694558954,118.84659449187633,12.739674987948334,55.20858863210372,0.14467110602452818,0.0827529386449066,0.6156115849205578,0.0,0.14247073283059633,0.08648623045947963,0.14679128548992165,0.07893095892783047,41665,41146,33745,1731,219,40,2,0,0,0,6,6.909183899561564,0.6355364499546704,24146.5,2356.819533109665,0.05462750878013322,1.7412687858006688,p1591.jpg
414,338,139932,1.2248520710059172,0.33358920934312974,2540.275346844463,2073.94460684403,5268390.355486923,115.51517880113198,52.03792992331062,255,0,110.1463568018752,48.072277636042216,255,0,105.18789126146986,43.500898371492944,255,0,43.41773146957093,48.470331816276435,25.7546594059972,23.258701287396338,116.6823814424149,51.851249605070784,6.156131398993515,1504,9228.439907376987,149.76781459070224,32.12604681072155,331.20122860206357,57.54502186776434,546.6094,430.90125,0.6789940704853085,-0.7837419293638903,124021176.0,-1336390.5,223.12376606442697,9.91656518188384,0.13138667283099037,0.013465990864008608,0.9525319103039283,0.700583714694861,0.31507329782969706,0.3145599291084241,431,236.73653085362145,-1.1727036615987088,107.96693456839384,89.43334772757154,3.104858549640424,1.800344299054009,4.531786867907269,2.416944414208098,10.578137952719892,6.024968913169641,17.845517822942572,9.217938080870216,0.00013258211357687058,422.35497591565735,0.910215310422315,2351.61489243933,0.09794998859654179,222.3843247302135,8984.10459384165,8.511804469062612,13.560535416439812,0.0001288773452323414,5.249607806073517,-0.20291080475288337,0.9732688821629236,[2.82157999],[7.01344076],[12.0223821],[11.3671249],[-23.32785707],[14.92569966],[23.13741264],0.3183098861837909,0.014530339396837151,0.0029618611980758228,0.01672731324223141,0.025865218306103787,0.04486128618343949,0.05323972895301895,0.028681949186627535,0.03864350431648263,0.009789577242273733,0.03618265474545352,0.012287378462187288,0.044401223733361694,0.0664278751313154,0.05372387546561513,0.03788983282322979,0.03428913819635101,0.02122899982595648,0.04232730107109718,0.02972893561834973,0.012504638508744836,0.04664754910929732,0.043113500532520395,0.03174186811655518,0.032514719544170415,73.09066546608352,113.82602839200072,12.683639196181002,54.77766974354136,77.68499699854215,116.21362125643434,20.767830088900322,69.30197601840452,82.14690706914787,117.6875538246898,58.14781465283138,105.19034954571895,76.16365091615928,115.53298940332313,20.280864991567334,68.55726032742194,0.14845317101388342,0.07575905087336009,0.4724556115298201,0.0,0.14817920943695798,0.0762935099710644,0.15093851199939526,0.07067774309492193,22936,28018,22288,506,52,0,0,0,0,0,3,6.819981575012207,1.1768513288831677,15309.0,1665.4499133825302,0.06935751660212365,1.7328429908641745,p1585.jpg
349,359,125291,0.9721448467966574,0.2511848436246993,2089.0184492821404,2148.875711439222,4489041.0064108195,141.67227494393052,67.53056271664451,255,3,124.91072782562195,61.30919608613596,255,1,106.59272413820625,52.914246063102844,243,0,17.202600346393595,15.842688881028161,63.17182399374257,27.70642150079727,141.68559593266875,67.51373150687867,6.280678870615661,1416,8475.788321442726,174.75651724839983,15.875713189669224,331.7815285527993,59.01241908836229,489.41797,217.81244,-0.9961746726232953,0.14470075481979006,73464890.0,-1145669.8,1001.711459033473,20.490987096976465,0.08127762247090635,0.009017813767439948,0.8697314316216408,0.4701688793501849,0.5217658514781942,0.521753358182152,-1776,288.5011997875959,-0.9275071997508414,123.76719303167917,113.92615490610322,3.1114395188991675,1.8516397092920542,4.970333064625552,3.1195088195881686,11.677159572515185,6.372886220245765,19.09953627954123,9.103312989723106,7.87456431758567e-05,1031.1066694364424,0.8659096812584048,3844.712086932044,0.07785392130673191,255.54674694150145,14347.741678291715,8.7434732528264,14.242506029001596,8.609641238664867e-05,5.841039327862982,-0.17183686250192104,0.9645152935628506,[2.88406429],[8.18082103],[11.04259791],[11.18868096],[23.4228182],[-15.79926615],[22.30558228],0.3183098861837899,0.03389871704011971,0.0331440140583673,0.015705626525164752,0.07787996028394316,0.05747125095914163,0.03689545949418882,0.019825591706865518,0.025364301524911433,0.05073934293500267,0.06369365633278236,0.04769294804150757,0.03972503459709212,0.02273011016589012,0.02541650448440651,0.004376416803341256,0.026980912794691572,0.0346256515012965,0.03984401983408627,0.020339922115286527,0.061568653443475174,0.050713641863377436,0.03880070082172031,0.02616995553687796,0.018334011601843118,80.64852224022475,116.3461859244198,72.19991858952359,112.099615208395,70.59229314156643,112.70675483061991,64.39291728855225,109.04378624406382,62.39594224645026,108.4370019625847,74.46977835598726,113.49201603439815,69.58258773575118,112.3456650724496,63.447861378710364,108.54956724617931,0.1505161973682493,0.0715727050160138,0.45384535891546735,0.0,0.14869235887922394,0.07528851296231048,0.15233411878529085,0.06761726131417638,18077,27017,19381,471,70,0,0,0,0,0,6,6.994329293568929,0.8422860711765562,35637.0,3032.2866909503937,0.04870465614275175,1.7283685186600368,p198.jpg
955,917,875735,1.0414394765539803,0.767792577161955,1919.6630644301192,1843.2785655313291,3538473.7797062257,148.74721805112276,57.04301207553462,255,1,122.65533066509846,50.447809873850396,255,0,99.53233912085277,44.06720379250778,253,0,15.347945440116018,11.740133104999677,86.87040942750946,27.01882538875525,148.75414937167065,57.02749877715777,6.278009400327586,3744,7525.883259922897,143.86814709119722,35.19091586845292,370.6705394722128,43.72768017722256,3420.8398,2420.3225,0.40187567178742306,-1.1843339061744598,4495387000.0,-10627147.0,196.7566968215231,9.811046411940005,0.14477298002180064,0.013326182036278207,0.9626967167365488,0.25243025207100184,0.5638303825426173,0.5637698618874432,-635,792.8523919052218,1.124338746374587,98.16340498356112,76.43161771170858,3.1500877728968644,1.8650346478247128,4.331190371516498,1.692221344854466,9.263843514305126,4.739803707907976,15.367505010077249,8.343950724242301,0.00017261520915710693,226.22490995316883,0.9571199651285647,2637.7819864948506,0.13868413389974166,255.6097955519973,10324.903036026208,8.585409080455435,13.253498100829747,0.00017070856772749717,4.855917007534184,-0.2573092132055026,0.9884770744946769,[2.86195323],[9.05679642],[12.19667753],[11.93813496],[-24.5633569],[16.67282031],[-24.02285207],0.318309886183772,0.012325607135332147,0.01977518822161373,0.014130115709443341,0.02007034631831116,0.010076564703419628,0.016506191479361873,0.018863395278956002,0.010636662029101008,0.020558441705088845,0.028832636818995314,0.029869017521799,0.003874104355350343,0.016388561846680704,0.00943132544641838,0.008728949800831063,0.0150612432725566,0.030927249607541313,0.02931896951181658,0.020573055196431562,0.018102757327141023,0.009059038817681315,0.021533900977712486,0.022944024806707267,0.02066687492645204,87.2970818797924,119.07067172741941,10.2992160870583,49.504327828511364,83.97153134224395,118.14290274954493,0.3109422370922711,8.667811142234564,74.92783204964972,114.73224571598179,0.6871839083741086,12.404843294123426,84.21186431968574,118.20984988401727,0.3075028404711471,8.61635519188572,0.13984714860623038,0.09066726420899468,0.6179370039342763,0.0,0.14103955048238212,0.08880103024316881,0.14407447023801165,0.08378737851563606,194615,141815,130150,13055,368,19,2,0,0,0,185,7.465835022281956,1.09705088960888,269011.0,20968.260114192963,0.007688738881404491,1.8191753202874892,p985.jpg
516,410,211560,1.2585365853658537,0.18191573885856388,2591.9338547851553,2059.482326476577,5338041.965326333,144.00066175080354,61.107976241947654,255,10,120.28928909056532,52.95182650199454,255,4,101.1266638305918,46.3342746416417,245,0,16.80824352429571,21.089602890565374,75.32729249385517,30.566179500157833,144.04022972206465,61.03441855749989,6.1206507269931265,1852,9302.832362523464,133.40863849031985,35.13889551557392,341.84342574106006,51.07593590470788,826.40625,544.2136,0.09423056685595937,-1.2183173510041754,250653630.0,-2130144.5,133.39094482595485,8.319630594364451,0.16146998111632122,0.015613366569530641,0.9773575261918778,0.5862766081783858,0.563274742107204,0.5631735677821894,-221,389.4870030661754,1.41419263170102,103.57730775528785,75.05739643028147,3.1354354824743216,1.7923874915123696,4.3291170353564,1.7276956094294957,9.2855029306107,4.833929689261823,15.450997352996787,8.484411759675861,0.00018934849924663588,234.21120454318813,0.9602799984656425,2947.88264475744,0.12863369639403466,250.32293623651125,11557.319374486557,8.60373290040484,13.254297531436368,0.00015604667390005484,4.921972358671476,-0.26113788072105754,0.9894357564481384,[2.84890313],[7.07629546],[11.58878393],[12.02678042],[23.86083507],[16.11915604],[-24.30619315],0.3183098861837534,0.011809027525335499,0.010160740465719329,0.028952198920819384,0.008812845450667767,0.02223061654225754,0.04508024062370929,0.03933828661717152,0.034824982011142334,0.018145767238145087,0.028707782391467783,0.02242217448616635,0.04605001827342832,0.03625911029710238,0.03508142858536319,0.013416870173607175,0.02846120210565559,0.040671614337992344,0.01866802417486251,0.009957218742548948,0.042768420169528414,0.04883668272261578,0.035274079223553544,0.04438820400477873,0.039300840526160265,81.40691056910569,117.33962639114898,2.2032331253545094,22.738498137401944,87.49834562299111,119.18467935388134,0.08766307430516165,4.330752573319533,92.5555539799584,120.28103952749602,5.450042541123086,36.16464890209556,85.82442805823408,118.74738067298182,0.06763565891472868,3.72021809777482,0.14208292844612186,0.08712186417154628,0.6712484115339433,0.0,0.13913598015641054,0.09175487342855036,0.1464686948473583,0.07952797748443827,42769,36454,31998,1896,230,43,10,0,0,0,62,7.168672615481961,0.6840076280338568,62277.5,5199.837105989456,0.028944200424237468,1.6885066373761173,p991.jpg
310,334,103540,0.9281437125748503,0.5959308181530404,2311.0704162616285,2489.991996875432,5754546.840707027,144.26506664091173,54.1604973848604,255,12,115.30447170175778,47.705886010738325,253,0,89.84859957504347,41.69273634027953,241,0,14.073729959435967,2.6753352740118905,100.77380722426115,28.7723966169182,144.265993818814,54.16055186436187,6.26575689318271,1288,9602.124826274121,173.65273748105133,17.144072541662034,326.8815849105815,84.0066640911725,404.45312,277.5325,0.11801079482520478,-1.2559781996449912,61595296.0,-939313.25,1162.484400131921,24.22292308587041,0.06178341011113821,0.00844193999721491,0.755526901687663,0.301250678842192,0.4924810940804914,0.4924763376472861,-188,254.8014082095911,-0.34695007152168794,161.9977206661647,115.8520383350782,3.163530541989793,1.8275127268306226,4.842746764535446,2.9281651387807175,11.42191423604404,6.408010666436425,19.018649797179833,9.264471520804603,6.834729403130138e-05,1278.468920904239,0.7312076401288113,2378.0558112311805,0.05789562075886743,241.94205884796008,8233.754324020478,8.482385232132755,14.320567751303628,6.0528500064395844e-05,6.125894329731876,-0.11278522674790814,0.9021851228824231,[2.83748514],[8.14037263],[11.05160342],[11.4013703],[-22.73049262],[-15.52941832],[22.83988578],0.31830988618379114,0.025212666161814407,0.013060595169564076,0.01895968055850787,0.004034712499620181,0.010815783452850586,0.011737178149993787,0.0034220612142555743,0.007482291049679632,0.019333242425480172,0.030982182431173556,0.013962031620945803,0.017399878055253944,0.016081535587732555,0.019500664776416737,0.011225630098127966,0.013631756320605887,0.004560680106332082,0.01479027134958489,0.004216692595959103,0.01457625180864315,0.023951528201211745,0.012096725604572126,0.0099342587510042,0.0049835426921504625,91.45142939926599,120.12473543907595,86.52394243770523,117.45530960810237,84.0686015066641,118.51277778531693,69.32991114545104,111.88898776040182,83.22679157813405,118.09621083392028,76.882509175198,114.37769070160049,87.19446590689589,119.33970077990982,69.23054858025884,111.74997028349661,0.1515394781604982,0.0693798553791217,0.5411184753598571,0.0,0.15035808778288606,0.07190426421111591,0.15273195149241658,0.06671378243724989,13881,23119,15902,308,61,9,0,0,0,0,1,8.384230613708496,0.0,20408.5,3641.79844558239,0.01933700178787333,1.7588520893460506,p946.jpg
